date,price,return,energy,state,regime,raw_signal,action,invested,position,cash,total_value,stop_triggered,strategy_return
2008-06-27,92.50251007080078,-0.0054589276598984,2.6427256720175465e-05,1,1,SELL,HOLD,False,0,109596.34317016599,109596.34317016599,False,0.0
2008-06-30,92.8288803100586,0.0035282311691651,2.9568244108124528e-05,1,1,SELL,HOLD,False,0,109596.34317016599,109596.34317016599,False,0.0
2008-07-01,93.11904907226562,0.0031258457630625,3.38009907601454e-05,1,1,SELL,HOLD,False,0,109596.34317016599,109596.34317016599,False,0.0
2008-07-02,91.52328491210938,-0.017136817612021,4.113357465760079e-05,1,1,SELL,HOLD,False,0,109596.34317016599,109596.34317016599,False,0.0
2008-07-03,91.61760711669922,0.001030581503717,9.560669082722129e-06,0,0,BUY,BUY,True,1196,21.685058593720896,109596.34317016599,False,0.0
2008-07-07,90.681884765625,-0.0102133463263489,6.0800917632058e-06,0,0,BUY,HOLD,True,1196,21.685058593720896,108477.21923828122,False,-0.01021132548325221
2008-07-08,92.29217529296876,0.0177575767365849,2.5892969727401025e-05,1,1,SELL,SELL,False,0,110403.12670898436,110403.12670898436,False,0.017754026921290134
2008-07-09,90.51508331298828,-0.0192550665789308,2.1959918725564535e-05,1,1,SELL,HOLD,False,0,110403.12670898436,110403.12670898436,False,0.0
2008-07-10,90.88502502441406,0.004087072539574,2.818400168176176e-06,0,0,BUY,BUY,True,1214,68.70632934568857,110403.12670898436,False,0.0
2008-07-11,89.82601165771484,-0.0116522316675903,6.935058274090404e-06,0,0,BUY,HOLD,True,1214,68.70632934568857,109117.48448181151,False,-0.011644980223809442
2008-07-14,89.01363372802734,-0.0090439051528091,4.87605192677198e-06,0,1,SELL,SELL,False,0,108131.25767517088,108131.25767517088,True,-0.009038210616054032
2008-07-15,87.7587890625,-0.014097218740237,8.911721041655902e-06,0,0,BUY,BUY,True,1232,12.429550170883886,108131.25767517088,False,0.0
2008-07-16,89.91304016113281,0.02454741139487,5.5963423198585055e-05,1,1,SELL,SELL,False,0,110785.29502868651,110785.29502868651,False,0.024544589701235298
2008-07-17,90.81246948242188,0.010003324541993,6.612007317330216e-05,1,1,SELL,HOLD,False,0,110785.29502868651,110785.29502868651,False,0.0
2008-07-18,91.37825012207033,0.0062302087243422,4.923623638855752e-05,1,1,SELL,HOLD,False,0,110785.29502868651,110785.29502868651,False,0.0
2008-07-21,91.42902374267578,0.0005556422949404,2.6649022377350364e-05,1,1,SELL,HOLD,False,0,110785.29502868651,110785.29502868651,False,0.0
2008-07-22,92.46621704101562,0.0113442455785046,1.2516346389623109e-05,1,1,SELL,HOLD,False,0,110785.29502868651,110785.29502868651,False,0.0
2008-07-23,92.96671295166016,0.0054127434501027,1.4824894965325781e-06,0,0,BUY,BUY,True,1191,61.93990325926279,110785.29502868651,False,0.0
2008-07-24,91.03730010986328,-0.0207538029531076,2.75985511386428e-05,1,1,SELL,SELL,False,0,108487.36433410643,108487.36433410643,True,-0.020742199530949135
2008-07-25,91.0156021118164,-0.0002383418447239,3.144742102475134e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-07-28,89.6809310913086,-0.0146642003078562,1.867710135879903e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-07-29,91.59583282470705,0.0213523846161765,4.099015277566451e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-07-30,93.22783660888672,0.0178174457707367,6.110690859071176e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-07-31,91.99475860595705,-0.0132265002362196,5.493567775776096e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-01,91.5087890625,-0.0052825786036201,6.206226352797328e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-04,90.6601104736328,-0.0092742849901286,5.067494124869312e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-05,93.10453033447266,0.0269624628524003,7.284282917507747e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-06,93.51795959472656,0.0044404848912151,5.322338794058021e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-07,92.12535095214844,-0.0148913497323208,5.7535674707011565e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-08,93.83714294433594,0.0185811177324755,1.65521207341182e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-11,94.80908966064452,0.0103578038057399,3.80043410385027e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-12,93.8226318359375,-0.0104046756301311,2.5615125945397975e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-13,93.2568588256836,-0.0060302402435613,4.113984276899289e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-14,93.96041107177734,0.0075442413024959,3.572808044998843e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-15,94.41741943359376,0.0048638395320268,1.676093471239748e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-18,93.12629699707033,-0.0136746211056055,2.230806043535624e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-19,92.11084747314452,-0.0109040040962621,2.718402608030071e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-20,92.53880310058594,0.0046460936923435,2.7575434613130037e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-21,92.69834899902344,0.0017240972769452,1.7976839680499613e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-22,94.04022216796876,0.0144756965300369,2.3079298204282577e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-25,92.13255310058594,-0.0202856716350101,3.30023491152133e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-26,92.40094757080078,0.0029131339703765,1.6045972973370776e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-27,93.30042266845705,0.0097344791509528,2.0157546281870505e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-28,94.4319305419922,0.0121275750009832,3.814079701091078e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-08-29,93.41642761230467,-0.0107538088426131,4.748160508083752e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-02,92.83616638183594,-0.0062115544910038,2.656355735788636e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-03,92.7563705444336,-0.0008595339565632,2.241925512538122e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-04,89.96382141113281,-0.0301062785974689,1.0684685027091744e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-05,90.24669647216795,0.0031443202011443,1.287734254093914e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-08,92.11084747314452,0.02065616885546,7.25852903185566e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-09,89.37629699707031,-0.0296876052179575,5.0086473053636886e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-10,89.73897552490234,0.0040578826827422,3.226083169376197e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-11,91.03730010986328,0.0144677892450495,4.499306597795932e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-12,91.45801544189452,0.0046213511552246,4.617965520384932e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-15,87.10598754882812,-0.0475849806278746,0.0001947176500236654,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-16,88.5639419555664,0.0167377059575957,0.00010445816276609378,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-17,84.58179473876953,-0.0449635272422129,2.1007581591495294e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-18,87.09147644042969,0.0296716534499095,5.681527663824356e-05,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
2008-09-19,90.5501937866211,0.0397136147824657,0.00016214223598833388,1,1,SELL,HOLD,False,0,108487.36433410643,108487.36433410643,False,0.0
